Date,Time_st,Transect,Bearing,Secchi,Depth_st,Taxon_name,Family,Common_family,Consumer_group,Lw_a,Lw_b,Length_conversion_factor,Number,Size_TL_cm,Length_conv,Biomass_g,num_m^2,g_m^2
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Apogon angustatus,Apogonidae,Cardinalfish,PLANKTIVORE,4.93E-03,3.78,0.94,1,12,11.28,46.84,6.67E-03,0.31
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Dascyllus trimaculatus,Pomacentridae,Damselfish,PLANKTIVORE,0.03,3.04,0.98,2,6,5.88,13.74,0.01,0.09
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,12,12,51.14,6.67E-03,0.34
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,3,3,0.58,6.67E-03,3.91E-03
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,3,4,3.84,6.94,0.02,0.04
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,10,5,4.3,19.2,0.06,0.12
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,3,14,13.16,269.47,0.02,1.79
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,5,2,2,1.18,0.03,7.89E-03
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,10,3,3,7.99,0.06,0.05
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,5,5,5,18.5,0.03,0.12
9/22/2023, 17:00:00,ONElee06E,230,13.3,0.7,Apogon angustatus,Apogonidae,Cardinalfish,PLANKTIVORE,4.93E-03,3.78,0.94,1,10,9.4,23.51,6.67E-03,0.15
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,4,2,1.92,1.16,0.02,7.78E-03
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,3,3,1.11,0.01,7.40E-03
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,5,5,4.8,22.55,0.03,0.15
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,4,4,3.84,9.26,0.02,0.06
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Abudefduf sexfasciatus,Pomacentridae,Damselfish,PLANKTIVORE,0.02,3.15,0.88,6,5,4.4,13.62,0.04,0.09
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Abudefduf sexfasciatus,Pomacentridae,Damselfish,PLANKTIVORE,0.02,3.15,0.88,6,4,3.52,6.74,0.04,0.04
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,10,9.3,13.64,6.67E-03,0.09
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,8,7.44,7.02,6.67E-03,0.04
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,2,3,2.88,1.95,0.01,0.01
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,4,4,2.43,0.01,0.01
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,6,3,3,3.8,0.04,0.02
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Pseudocheilinus hexataenia,Labridae,Wrasse,SECONDARY,0.01,3,1,1,4,4,1.06,6.67E-03,7.13E-03
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Epinephelus merra,Serranidae,Grouper,PISCIVORE,0.01,2.96,1,1,20,20,114.57,6.67E-03,0.76
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,4,5,5,8.98,0.02,0.05
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,14,4,3.44,13.85,0.09,0.09
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,4,4,2.77,0.01,0.01
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,3,3,0.58,6.67E-03,3.91E-03
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Pomacentrus pavo,Pomacentridae,Damselfish,PLANKTIVORE,0.02,2.97,0.86,2,5,4.3,3.84,0.01,0.02
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Rhinecanthus aculeatus,Balistidae,Triggerfish,SECONDARY,0.05,2.64,1,1,22,22,183.23,6.67E-03,1.22
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,5,4.85,1.97,6.67E-03,0.01
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,2,4,4,2.98,0.01,0.01
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Caranx melampygus,Carangidae,Jack,PISCIVORE,0.02,2.97,0.89,1,35,31.15,792.17,6.67E-03,5.28
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,6,5.64,14.02,0.01,0.09
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Apogon angustatus,Apogonidae,Cardinalfish,PLANKTIVORE,4.93E-03,3.78,0.94,4,4,3.76,2.94,0.02,0.01
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Apogon angustatus,Apogonidae,Cardinalfish,PLANKTIVORE,4.93E-03,3.78,0.94,2,3,2.82,0.49,0.01,3.31E-03
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Apogon angustatus,Apogonidae,Cardinalfish,PLANKTIVORE,4.93E-03,3.78,0.94,2,5,4.7,3.42,0.01,0.02
9/23/2023, 16:23:00,ONElee09E,250,9.6,1.2,Epinephelus merra,Serranidae,Grouper,PISCIVORE,0.01,2.96,1,1,17,17,70.74,6.67E-03,0.47
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Scarus niger,Scaridae,Parrotfish,PRIMARY,0.01,3.15,0.98,1,4,3.92,1,6.67E-03,6.67E-03
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Acanthurus nigrofuscus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.02,0.91,5,15,13.65,361.14,0.03,2.4
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,3,3,3,1.66,0.02,0.01
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,8,5,5,17.96,0.05,0.11
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Cephalopholis argus,Serranidae,Grouper,PISCIVORE,9.29E-03,3.18,1,1,40,40,1158.11,6.67E-03,7.72
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Cephalopholis argus,Serranidae,Grouper,PISCIVORE,9.29E-03,3.18,1,1,27,27,331.75,6.67E-03,2.21
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Parupeneus barberinus,Mullidae,Goatfish,SECONDARY,0.01,3.12,0.9,1,33,29.7,518.73,6.67E-03,3.45
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Parupeneus barberinus,Mullidae,Goatfish,SECONDARY,0.01,3.12,0.9,1,35,31.5,623.35,6.67E-03,4.15
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Parupeneus multifasciatus,Mullidae,Goatfish,SECONDARY,0.01,3.21,0.9,1,10,9,13.16,6.67E-03,0.08
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Parupeneus multifasciatus,Mullidae,Goatfish,SECONDARY,0.01,3.21,0.9,1,22,19.8,165.47,6.67E-03,1.1
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chaetodon ulietensis,Chaetodontidae,Butterflyfish,SECONDARY,0.03,2.87,1,2,14,14,122.59,0.01,0.81
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,2,35,35,1869.09,0.01,12.46
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,6,25,21,1553.68,0.04,10.35
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,2,8,7.44,14.04,0.01,0.09
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,24,21.84,293.04,6.67E-03,1.95
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,2,17,15.47,203.78,0.01,1.35
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,3,20,18.2,502.9,0.02,3.35
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,10,26,25.22,4689.23,0.06,31.26
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,2,27,26.19,1062.98,0.01,7.08
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,25,24.25,411.69,6.67E-03,2.74
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,10,4,4,14.91,0.06,0.09
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,22,22,235.42,6.67E-03,1.56
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,10,7,7,78.54,0.06,0.52
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,6,5,5,17.35,0.04,0.11
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chaetodon auriga,Chaetodontidae,Butterflyfish,SECONDARY,0.04,2.82,1,1,17,17,122.41,6.67E-03,0.81
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,6,6,5.81,6.67E-03,0.03
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Scarus oviceps,Scaridae,Parrotfish,PRIMARY,0.01,3,1,1,35,35,771.75,6.67E-03,5.14
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Lutjanus fulvus,Lutjanidae,Snapper,SECONDARY,0.02,2.97,0.96,1,27,25.92,337.34,6.67E-03,2.24
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,3,30,30,1773.93,0.02,11.82
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,7,7,20.3,0.01,0.13
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Scarus niger,Scaridae,Parrotfish,PRIMARY,0.01,3.15,0.98,1,5,4.9,2.02,6.67E-03,0.01
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,3,3,0.75,6.67E-03,5.01E-03
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,5,5,3.39,6.67E-03,0.02
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,2,2,0.22,6.67E-03,1.52E-03
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,7,7,9.15,6.67E-03,0.06
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,2,2,0.36,0.01,2.44E-03
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,8,8,13.58,6.67E-03,0.09
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,10,9.3,13.64,6.67E-03,0.09
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Pomacentrus coelestis,Pomacentridae,Damselfish,PLANKTIVORE,0.03,2.63,1,1,6,6,4.11,6.67E-03,0.02
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Abudefduf septemfasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3.15,0.93,1,16,14.88,146.39,6.67E-03,0.97
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Abudefduf septemfasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3.15,0.93,1,17,15.81,177.21,6.67E-03,1.18
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,5,5,2.71,6.67E-03,0.01
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Halichoeres hortulanus,Labridae,Wrasse,SECONDARY,0.01,3.06,1,2,16,16,116.41,0.01,0.77
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Halichoeres hortulanus,Labridae,Wrasse,SECONDARY,0.01,3.06,1,2,25,25,456.94,0.01,3.04
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Gomphosus varius,Labridae,Wrasse,SECONDARY,0.02,2.7,1,1,8,8,6.72,6.67E-03,0.04
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,12,11.16,23.48,6.67E-03,0.15
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,1,11,10.23,18.12,6.67E-03,0.12
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,6,6,4.97,6.67E-03,0.03
9/23/2023, 9:33:00,RIMlee03B,180,11.5,0.6,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,2,4,4,3.51,0.01,0.02
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chaetodon lunulatus,Chaetodontidae,Butterflyfish,SECONDARY,0.02,2.98,1,2,15,15,194.19,0.01,1.29
9/23/2023, 10:55:00,RIMlee02D,180,12,,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,2,28,23.52,741.56,0.01,4.94
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chaetodon ulietensis,Chaetodontidae,Butterflyfish,SECONDARY,0.03,2.87,1,1,12,12,39.35,6.67E-03,0.26
9/23/2023, 10:55:00,RIMlee02D,180,12,,Rhinecanthus aculeatus,Balistidae,Triggerfish,SECONDARY,0.05,2.64,1,1,20,20,142.45,6.67E-03,0.94
9/23/2023, 10:55:00,RIMlee02D,180,12,,Balistapus undulatus,Balistidae,Triggerfish,SECONDARY,5.80E-03,3.55,1,1,26,26,619.78,6.67E-03,4.13
9/23/2023, 10:55:00,RIMlee02D,180,12,,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,2,15,13.65,138.88,0.01,0.92
9/23/2023, 10:55:00,RIMlee02D,180,12,,Zebrasoma veliferum,Acanthuridae,Surgeonfish,PRIMARY,0.03,2.86,1,1,26,26,388.78,6.67E-03,2.59
9/23/2023, 10:55:00,RIMlee02D,180,12,,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,2,17,14.79,168.6,0.01,1.12
9/23/2023, 10:55:00,RIMlee02D,180,12,,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,2,15,13.05,122.23,0.01,0.81
9/23/2023, 10:55:00,RIMlee02D,180,12,,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,2,12,11.16,46.96,0.01,0.31
9/23/2023, 10:55:00,RIMlee02D,180,12,,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,1,14,12.18,51.18,6.67E-03,0.34
9/23/2023, 10:55:00,RIMlee02D,180,12,,Halichoeres hortulanus,Labridae,Wrasse,SECONDARY,0.01,3.06,1,1,30,30,399.43,6.67E-03,2.66
9/23/2023, 10:55:00,RIMlee02D,180,12,,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,1,35,29.4,751.8,6.67E-03,5.01
9/23/2023, 10:55:00,RIMlee02D,180,12,,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,4,30,25.2,1845.42,0.02,12.3
9/23/2023, 10:55:00,RIMlee02D,180,12,,Scarus oviceps,Scaridae,Parrotfish,PRIMARY,0.01,3,1,1,35,35,771.75,6.67E-03,5.14
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chlorurus sordidus,Scaridae,Parrotfish,PRIMARY,0.02,2.96,1,1,32,32,716.21,6.67E-03,4.77
9/23/2023, 10:55:00,RIMlee02D,180,12,,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,2,28,27.16,1199.34,0.01,7.99
9/23/2023, 10:55:00,RIMlee02D,180,12,,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,26,25.22,468.92,6.67E-03,3.12
9/23/2023, 10:55:00,RIMlee02D,180,12,,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,1,27,26.19,531.49,6.67E-03,3.54
9/23/2023, 10:55:00,RIMlee02D,180,12,,Scarus psittacus,Scaridae,Parrotfish,PRIMARY,0.01,3.31,0.97,3,30,29.1,2261.9,0.02,15.07
9/23/2023, 10:55:00,RIMlee02D,180,12,,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,1,12,10.44,34.44,6.67E-03,0.22
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,5,10,9.4,163.12,0.03,1.08
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,2,2,2,0.45,0.01,3.03E-03
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,3,3,0.75,6.67E-03,5.01E-03
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,5,5,3.39,6.67E-03,0.02
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,4,4,1.75,6.67E-03,0.01
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,8,8,13.58,6.67E-03,0.09
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,1,5,4.7,4.05,6.67E-03,0.02
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,10,9.4,65.25,0.01,0.43
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,7,7,6.58,78.05,0.04,0.52
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,7,3,3,5.26,0.04,0.03
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,4,4,3.76,8.27,0.02,0.05
9/23/2023, 10:55:00,RIMlee02D,180,12,,Thalassoma hardwicke,Labridae,Wrasse,PLANKTIVORE,0.01,2.97,0.93,8,10,9.3,109.15,0.05,0.72
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,5,4.7,8.1,0.01,0.05
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,2,4,4,3.78,0.01,0.02
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,5,5,3.7,6.67E-03,0.02
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,6,6,6.39,6.67E-03,0.04
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes albifasciatus,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,4,7,7,40.61,0.02,0.27
9/23/2023, 10:55:00,RIMlee02D,180,12,,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,1,4,4,1.21,6.67E-03,8.13E-03
9/23/2023, 10:55:00,RIMlee02D,180,12,,Labroides bicolor,Labridae,Wrasse,SECONDARY,5.80E-03,3.17,1,1,12,12,15.32,6.67E-03,0.1
9/23/2023, 10:55:00,RIMlee02D,180,12,,Monotaxis grandoculis,Lethrinidae,Emperor,SECONDARY,0.02,3.02,0.89,1,30,26.7,470.12,6.67E-03,3.13
9/23/2023, 10:55:00,RIMlee02D,180,12,,Stegastes nigricans,Pomacentridae,Damselfish,PRIMARY,0.03,3.01,0.94,2,6,5.64,14.02,0.01,0.09
9/23/2023, 10:55:00,RIMlee02D,180,12,,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,4,2,2,0.9,0.02,6.06E-03
9/23/2023, 15:12:00,ONElee07B,250,7.9,0.6,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,4,6,6,14.79,0.02,0.09
9/23/2023, 15:12:00,ONElee07B,250,7.9,0.6,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,6,6,4.68,6.67E-03,0.03
9/23/2023, 15:12:00,ONElee07B,250,7.9,0.6,Chrysiptera glauca,Pomacentridae,Damselfish,PRIMARY,0.02,3,1,1,4,4,1.38,6.67E-03,9.26E-03
9/23/2023, 15:12:00,ONElee07B,250,7.9,0.6,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,3,4,4,3.65,0.02,0.02
9/23/2023, 15:12:00,ONElee07B,250,7.9,0.6,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,5,5,4.49,0.01,0.02
9/23/2023, 15:12:00,ONElee07B,250,7.9,0.6,Upeneus taeniopterus,Mullidae,Goatfish,SECONDARY,0.01,3.21,0.9,1,28,25.2,329.86,6.67E-03,2.19
9/23/2023, 15:12:00,ONElee07B,250,7.9,0.6,Rhinecanthus aculeatus,Balistidae,Triggerfish,SECONDARY,0.05,2.64,1,1,20,20,142.45,6.67E-03,0.94
9/23/2023, 15:12:00,ONElee07B,250,7.9,0.6,Acanthurus triostegus,Acanthuridae,Surgeonfish,PRIMARY,0.08,2.56,0.87,5,4,3.48,10.23,0.03,0.06
9/23/2023, 15:12:00,ONElee07B,250,7.9,0.6,Halichoeres trimaculatus,Labridae,Wrasse,SECONDARY,0.02,2.73,1,2,3,3,1.11,0.01,7.40E-03
9/23/2023, 15:49:00,ONElee08D,250,6,0.6,Carcharhinus melanopterus,Carcharhinidae,Requiem,PISCIVORE,1.36E-03,3.34,1,1,170,170,38303.48,6.67E-03,255.35
9/23/2023, 15:49:00,ONElee08D,250,6,0.6,Dascyllus aruanus,Pomacentridae,Damselfish,PLANKTIVORE,0.04,2.98,0.96,2,2,1.92,0.58,0.01,3.89E-03
9/23/2023, 15:49:00,ONElee08D,250,6,0.6,Albula glossodonta,Albulidae,Bonefish,SECONDARY,3.06,-1.99,0.9,1,60,54,1.09E-03,6.67E-03,7.29E-06
9/23/2023, 15:49:00,ONElee08D,250,6,0.6,Albula glossodonta,Albulidae,Bonefish,SECONDARY,3.06,-1.99,0.9,1,65,58.5,9.32E-04,6.67E-03,6.21E-06
9/24/2023, 9:23:00,RIMlee01E,180,12.8,1.8,Chrysiptera brownriggii,Pomacentridae,Damselfish,PRIMARY,0.02,2.95,1,1,6,6,5.81,6.67E-03,0.03
9/24/2023, 9:23:00,RIMlee01E,180,12.8,1.8,Acanthurus nigricauda,Acanthuridae,Surgeonfish,PRIMARY,0.01,3.16,0.84,2,20,16.8,255.42,0.01,1.7
9/24/2023, 9:23:00,RIMlee01E,180,12.8,1.8,Ctenochaetus striatus,Acanthuridae,Surgeonfish,PRIMARY,0.02,3.06,0.91,1,17,15.47,101.89,6.67E-03,0.67
9/24/2023, 9:23:00,RIMlee01E,180,12.8,1.8,Centropyge flavissima,Pomacanthidae,Angelfish,PRIMARY,0.03,2.79,1,1,15,15,61.57,6.67E-03,0.41
